,dataset,cv,sample,comp,label,ten_fold
3982,bcp,2,27,83,0,8
3983,bcp,2,27,84,0,8
3984,bcp,2,27,85,0,8
3985,bcp,2,27,86,1,8
3986,bcp,2,27,87,0,8
3987,bcp,2,27,88,1,8
3988,bcp,2,27,89,0,8
3989,bcp,2,27,90,0,8
3990,bcp,2,27,91,1,8
3991,bcp,2,27,92,0,8
3992,bcp,2,27,93,0,8
3993,bcp,2,27,94,0,8
3994,bcp,2,27,95,0,8
3995,bcp,2,27,96,1,8
3996,bcp,2,27,97,0,8
3997,bcp,2,27,98,0,8
3998,bcp,2,27,99,1,8
3999,bcp,2,27,100,0,8
4000,bcp,2,27,101,1,8
4001,bcp,2,27,102,0,8
4002,bcp,2,27,103,1,8
4003,bcp,2,27,104,0,8
4004,bcp,2,27,105,0,8
4005,bcp,2,27,106,1,8
4006,bcp,2,27,107,0,8
4007,bcp,2,27,108,0,8
4008,bcp,2,27,109,1,8
4009,bcp,2,27,110,1,8
4010,bcp,2,27,111,0,8
4011,bcp,2,27,112,0,8
4012,bcp,2,27,113,0,8
4013,bcp,2,27,114,0,8
4014,bcp,2,27,115,0,8
4015,bcp,2,27,116,0,8
4016,bcp,2,27,117,1,8
4017,bcp,2,27,118,0,8
4018,bcp,2,27,119,0,8
4019,bcp,2,27,120,0,8
4020,bcp,2,27,121,0,8
4021,bcp,2,27,122,0,8
4022,bcp,2,27,123,0,8
4023,bcp,2,27,124,0,8
4024,bcp,2,27,125,1,8
4025,bcp,2,27,126,0,8
4026,bcp,2,27,127,0,8
4027,bcp,2,27,128,0,8
4028,bcp,2,27,129,0,8
4029,bcp,2,27,130,0,8
4030,bcp,2,27,131,0,8
4031,bcp,2,27,132,0,8
4032,bcp,2,27,133,0,8
4033,bcp,2,27,134,0,8
4034,bcp,2,27,135,1,8
4035,bcp,2,27,136,0,8
4036,bcp,2,27,137,0,8
4037,bcp,2,27,138,0,8
4038,bcp,2,27,139,0,8
4039,bcp,2,27,140,0,8
4040,bcp,2,27,141,0,8
4041,bcp,2,27,142,0,8
4042,bcp,2,27,143,0,8
4043,bcp,2,27,144,0,8
4044,bcp,2,27,145,0,8
4045,bcp,2,27,146,0,8
4046,bcp,2,27,147,0,8
4047,bcp,2,27,148,0,8
4048,bcp,2,27,149,0,8
4049,bcp,2,27,150,0,8
4050,bcp,2,28,1,0,2
4051,bcp,2,28,2,0,2
4052,bcp,2,28,3,0,2
4053,bcp,2,28,4,0,2
4054,bcp,2,28,5,0,2
4055,bcp,2,28,6,0,2
4056,bcp,2,28,7,0,2
4057,bcp,2,28,8,0,2
4058,bcp,2,28,9,0,2
4059,bcp,2,28,10,0,2
4060,bcp,2,28,11,0,2
4061,bcp,2,28,12,0,2
4062,bcp,2,28,13,0,2
4063,bcp,2,28,14,1,2
4064,bcp,2,28,15,0,2
4065,bcp,2,28,16,0,2
4066,bcp,2,28,17,1,2
4067,bcp,2,28,18,0,2
4068,bcp,2,28,19,1,2
4069,bcp,2,28,20,0,2
4070,bcp,2,28,21,1,2
4071,bcp,2,28,22,0,2
4072,bcp,2,28,23,0,2
4073,bcp,2,28,24,1,2
4074,bcp,2,28,25,0,2
4075,bcp,2,28,26,1,2
4076,bcp,2,28,27,0,2
4077,bcp,2,28,28,0,2
4078,bcp,2,28,29,0,2
4079,bcp,2,28,30,0,2
4080,bcp,2,28,31,1,2
4081,bcp,2,28,32,1,2
4082,bcp,2,28,33,1,2
4083,bcp,2,28,34,1,2
4084,bcp,2,28,35,1,2
4085,bcp,2,28,36,1,2
4086,bcp,2,28,37,1,2
4087,bcp,2,28,38,1,2
4088,bcp,2,28,39,0,2
4089,bcp,2,28,40,1,2
4090,bcp,2,28,41,0,2
4091,bcp,2,28,42,1,2
4092,bcp,2,28,43,0,2
4093,bcp,2,28,44,1,2
4094,bcp,2,28,45,1,2
4095,bcp,2,28,46,1,2
4096,bcp,2,28,47,1,2
4097,bcp,2,28,48,0,2
4098,bcp,2,28,49,0,2
4099,bcp,2,28,50,0,2
4100,bcp,2,28,51,0,2
4101,bcp,2,28,52,1,2
4102,bcp,2,28,53,1,2
4103,bcp,2,28,54,1,2
4104,bcp,2,28,55,0,2
4105,bcp,2,28,56,1,2
4106,bcp,2,28,57,1,2
4107,bcp,2,28,58,1,2
4108,bcp,2,28,59,1,2
4109,bcp,2,28,60,1,2
4110,bcp,2,28,61,1,2
4111,bcp,2,28,62,1,2
4112,bcp,2,28,63,1,2
4113,bcp,2,28,64,1,2
4114,bcp,2,28,65,0,2
4115,bcp,2,28,66,1,2
4116,bcp,2,28,67,1,2
4117,bcp,2,28,68,1,2
4118,bcp,2,28,69,0,2
4119,bcp,2,28,70,1,2
4120,bcp,2,28,71,1,2
4121,bcp,2,28,72,1,2
4122,bcp,2,28,73,0,2
4123,bcp,2,28,74,1,2
4124,bcp,2,28,75,0,2
4125,bcp,2,28,76,1,2
4126,bcp,2,28,77,1,2
4127,bcp,2,28,78,0,2
4128,bcp,2,28,79,1,2
4129,bcp,2,28,80,1,2
4130,bcp,2,28,81,1,2
4131,bcp,2,28,82,1,2
4132,bcp,2,28,83,1,2
4133,bcp,2,28,84,0,2
4134,bcp,2,28,85,1,2
4135,bcp,2,28,86,1,2
4136,bcp,2,28,87,0,2
4137,bcp,2,28,88,0,2
4138,bcp,2,28,89,0,2
4139,bcp,2,28,90,0,2
4140,bcp,2,28,91,0,2
4141,bcp,2,28,92,1,2
4142,bcp,2,28,93,1,2
4143,bcp,2,28,94,1,2
4144,bcp,2,28,95,0,2
4145,bcp,2,28,96,0,2
4146,bcp,2,28,97,1,2
4147,bcp,2,28,98,1,2
4148,bcp,2,28,99,0,2
4149,bcp,2,28,100,0,2
4150,bcp,2,28,101,1,2
4151,bcp,2,28,102,1,2
4152,bcp,2,28,103,1,2
4153,bcp,2,28,104,0,2
4154,bcp,2,28,105,0,2
4155,bcp,2,28,106,0,2
4156,bcp,2,28,107,0,2
4157,bcp,2,28,108,0,2
4158,bcp,2,28,109,0,2
4159,bcp,2,28,110,1,2
4160,bcp,2,28,111,1,2
4161,bcp,2,28,112,0,2
4162,bcp,2,28,113,0,2
4163,bcp,2,28,114,0,2
4164,bcp,2,28,115,0,2
4165,bcp,2,28,116,0,2
4166,bcp,2,28,117,0,2
4167,bcp,2,28,118,0,2
4168,bcp,2,28,119,0,2
4169,bcp,2,28,120,0,2
4170,bcp,2,28,121,0,2
4171,bcp,2,28,122,0,2
4172,bcp,2,28,123,0,2
4173,bcp,2,28,124,1,2
4174,bcp,2,28,125,1,2
4175,bcp,2,28,126,1,2
4176,bcp,2,28,127,0,2
4177,bcp,2,28,128,0,2
4178,bcp,2,28,129,0,2
4179,bcp,2,28,130,0,2
4180,bcp,2,28,131,0,2
4181,bcp,2,28,132,0,2
4182,bcp,2,28,133,1,2
4183,bcp,2,28,134,0,2
4184,bcp,2,28,135,1,2
4185,bcp,2,28,136,0,2
4186,bcp,2,28,137,0,2
4187,bcp,2,28,138,0,2
4188,bcp,2,28,139,0,2
4189,bcp,2,28,140,0,2
4190,bcp,2,28,141,0,2
4191,bcp,2,28,142,0,2
4192,bcp,2,28,143,0,2
4193,bcp,2,28,144,0,2
4194,bcp,2,28,145,0,2
4195,bcp,2,28,146,0,2
4196,bcp,2,28,147,0,2
4197,bcp,2,28,148,0,2
4198,bcp,2,28,149,0,2
4199,bcp,2,28,150,1,2
4200,bcp,2,29,1,0,4
4201,bcp,2,29,2,0,4
4202,bcp,2,29,3,0,4
4203,bcp,2,29,4,0,4
4204,bcp,2,29,5,0,4
4205,bcp,2,29,6,0,4
4206,bcp,2,29,7,0,4
4207,bcp,2,29,8,1,4
4208,bcp,2,29,9,0,4
4209,bcp,2,29,10,0,4
4210,bcp,2,29,11,0,4
4211,bcp,2,29,12,0,4
4212,bcp,2,29,13,0,4
4213,bcp,2,29,14,0,4
4214,bcp,2,29,15,0,4
4215,bcp,2,29,16,0,4
4216,bcp,2,29,17,0,4
4217,bcp,2,29,18,1,4
4218,bcp,2,29,19,0,4
4219,bcp,2,29,20,1,4
4220,bcp,2,29,21,0,4
4221,bcp,2,29,22,0,4
4222,bcp,2,29,23,1,4
4223,bcp,2,29,24,0,4
4224,bcp,2,29,25,0,4
4225,bcp,2,29,26,1,4
4226,bcp,2,29,27,1,4
4227,bcp,2,29,28,1,4
4228,bcp,2,29,29,1,4
4229,bcp,2,29,30,1,4
4230,bcp,2,29,31,1,4
4231,bcp,2,29,32,1,4
4232,bcp,2,29,33,0,4
4233,bcp,2,29,34,1,4
4234,bcp,2,29,35,1,4
4235,bcp,2,29,36,1,4
4236,bcp,2,29,37,1,4
4237,bcp,2,29,38,0,4
4238,bcp,2,29,39,1,4
4239,bcp,2,29,40,0,4
4240,bcp,2,29,41,0,4
4241,bcp,2,29,42,1,4
4242,bcp,2,29,43,0,4
4243,bcp,2,29,44,0,4
4244,bcp,2,29,45,1,4
4245,bcp,2,29,46,1,4
4246,bcp,2,29,47,1,4
4247,bcp,2,29,48,0,4
4248,bcp,2,29,49,0,4
4249,bcp,2,29,50,1,4
4250,bcp,2,29,51,0,4
4251,bcp,2,29,52,0,4
4252,bcp,2,29,53,1,4
4253,bcp,2,29,54,0,4
4254,bcp,2,29,55,1,4
4255,bcp,2,29,56,1,4
4256,bcp,2,29,57,1,4
4257,bcp,2,29,58,0,4
4258,bcp,2,29,59,1,4
4259,bcp,2,29,60,1,4
4260,bcp,2,29,61,1,4
4261,bcp,2,29,62,1,4
4262,bcp,2,29,63,0,4
4263,bcp,2,29,64,0,4
4264,bcp,2,29,65,1,4
4265,bcp,2,29,66,0,4
4266,bcp,2,29,67,1,4
4267,bcp,2,29,68,0,4
4268,bcp,2,29,69,1,4
4269,bcp,2,29,70,1,4
4270,bcp,2,29,71,1,4
4271,bcp,2,29,72,0,4
4272,bcp,2,29,73,1,4
4273,bcp,2,29,74,1,4
4274,bcp,2,29,75,1,4
4275,bcp,2,29,76,1,4
4276,bcp,2,29,77,0,4
4277,bcp,2,29,78,0,4
4278,bcp,2,29,79,0,4
4279,bcp,2,29,80,1,4
4280,bcp,2,29,81,0,4
4281,bcp,2,29,82,1,4
4282,bcp,2,29,83,0,4
4283,bcp,2,29,84,0,4
4284,bcp,2,29,85,0,4
4285,bcp,2,29,86,0,4
4286,bcp,2,29,87,1,4
4287,bcp,2,29,88,0,4
4288,bcp,2,29,89,0,4
4289,bcp,2,29,90,0,4
4290,bcp,2,29,91,0,4
4291,bcp,2,29,92,1,4
4292,bcp,2,29,93,0,4
4293,bcp,2,29,94,0,4
4294,bcp,2,29,95,0,4
4295,bcp,2,29,96,0,4
4296,bcp,2,29,97,0,4
4297,bcp,2,29,98,0,4
4298,bcp,2,29,99,0,4
4299,bcp,2,29,100,0,4
4300,bcp,2,29,101,0,4
4301,bcp,2,29,102,0,4
4302,bcp,2,29,103,0,4
4303,bcp,2,29,104,0,4
4304,bcp,2,29,105,0,4
4305,bcp,2,29,106,0,4
4306,bcp,2,29,107,0,4
4307,bcp,2,29,108,0,4
4308,bcp,2,29,109,0,4
4309,bcp,2,29,110,0,4
4310,bcp,2,29,111,0,4
4311,bcp,2,29,112,0,4
4312,bcp,2,29,113,0,4
4313,bcp,2,29,114,0,4
4314,bcp,2,29,115,0,4
4315,bcp,2,29,116,0,4
4316,bcp,2,29,117,0,4
4317,bcp,2,29,118,0,4
4318,bcp,2,29,119,0,4
4319,bcp,2,29,120,0,4
4320,bcp,2,29,121,0,4
4321,bcp,2,29,122,0,4
4322,bcp,2,29,123,0,4
4323,bcp,2,29,124,0,4
4324,bcp,2,29,125,0,4
4325,bcp,2,29,126,0,4
4326,bcp,2,29,127,0,4
4327,bcp,2,29,128,0,4
4328,bcp,2,29,129,0,4
4329,bcp,2,29,130,0,4
4330,bcp,2,29,131,0,4
4331,bcp,2,29,132,0,4
4332,bcp,2,29,133,0,4
4333,bcp,2,29,134,0,4
4334,bcp,2,29,135,0,4
4335,bcp,2,29,136,0,4
4336,bcp,2,29,137,0,4
4337,bcp,2,29,138,0,4
4338,bcp,2,29,139,0,4
4339,bcp,2,29,140,0,4
4340,bcp,2,29,141,0,4
4341,bcp,2,29,142,0,4
4342,bcp,2,29,143,0,4
4343,bcp,2,29,144,0,4
4344,bcp,2,29,145,0,4
4345,bcp,2,29,146,0,4
4346,bcp,2,29,147,0,4
4347,bcp,2,29,148,0,4
4348,bcp,2,29,149,0,4
4349,bcp,2,29,150,0,4
4350,bcp,2,30,1,0,2
4351,bcp,2,30,2,0,2
4352,bcp,2,30,3,0,2
4353,bcp,2,30,4,0,2
4354,bcp,2,30,5,0,2
4355,bcp,2,30,6,0,2
4356,bcp,2,30,7,0,2
4357,bcp,2,30,8,0,2
4358,bcp,2,30,9,0,2
4359,bcp,2,30,10,1,2
4360,bcp,2,30,11,0,2
4361,bcp,2,30,12,0,2
4362,bcp,2,30,13,0,2
4363,bcp,2,30,14,0,2
4364,bcp,2,30,15,0,2
4365,bcp,2,30,16,0,2
4366,bcp,2,30,17,1,2
4367,bcp,2,30,18,0,2
4368,bcp,2,30,19,1,2
4369,bcp,2,30,20,0,2
4370,bcp,2,30,21,1,2
4371,bcp,2,30,22,1,2
4372,bcp,2,30,23,1,2
4373,bcp,2,30,24,1,2
4374,bcp,2,30,25,1,2
4375,bcp,2,30,26,1,2
4376,bcp,2,30,27,0,2
4377,bcp,2,30,28,0,2
4378,bcp,2,30,29,1,2
4379,bcp,2,30,30,1,2
4380,bcp,2,30,31,1,2
4381,bcp,2,30,32,1,2
4382,bcp,2,30,33,1,2
4383,bcp,2,30,34,0,2
4384,bcp,2,30,35,1,2
4385,bcp,2,30,36,1,2
4386,bcp,2,30,37,1,2
4387,bcp,2,30,38,1,2
4388,bcp,2,30,39,1,2
4389,bcp,2,30,40,1,2
4390,bcp,2,30,41,1,2
4391,bcp,2,30,42,1,2
4392,bcp,2,30,43,1,2
4393,bcp,2,30,44,1,2
4394,bcp,2,30,45,1,2
4395,bcp,2,30,46,0,2
4396,bcp,2,30,47,1,2
4397,bcp,2,30,48,1,2
4398,bcp,2,30,49,1,2
4399,bcp,2,30,50,1,2
4400,bcp,2,30,51,1,2
4401,bcp,2,30,52,1,2
4402,bcp,2,30,53,1,2
4403,bcp,2,30,54,1,2
4404,bcp,2,30,55,1,2
4405,bcp,2,30,56,1,2
4406,bcp,2,30,57,1,2
4407,bcp,2,30,58,1,2
4408,bcp,2,30,59,1,2
4409,bcp,2,30,60,1,2
4410,bcp,2,30,61,1,2
4411,bcp,2,30,62,1,2
4412,bcp,2,30,63,1,2
4413,bcp,2,30,64,1,2
4414,bcp,2,30,65,1,2
4415,bcp,2,30,66,1,2
4416,bcp,2,30,67,1,2
4417,bcp,2,30,68,0,2
4418,bcp,2,30,69,0,2
4419,bcp,2,30,70,1,2
4420,bcp,2,30,71,0,2
4421,bcp,2,30,72,0,2
4422,bcp,2,30,73,1,2
4423,bcp,2,30,74,0,2
4424,bcp,2,30,75,0,2
4425,bcp,2,30,76,0,2
4426,bcp,2,30,77,0,2
4427,bcp,2,30,78,0,2
4428,bcp,2,30,79,0,2
4429,bcp,2,30,80,0,2
4430,bcp,2,30,81,1,2
4431,bcp,2,30,82,0,2
4432,bcp,2,30,83,0,2
4433,bcp,2,30,84,0,2
4434,bcp,2,30,85,0,2
4435,bcp,2,30,86,0,2
4436,bcp,2,30,87,0,2
4437,bcp,2,30,88,0,2
4438,bcp,2,30,89,0,2
4439,bcp,2,30,90,0,2
4440,bcp,2,30,91,0,2
4441,bcp,2,30,92,0,2
4442,bcp,2,30,93,0,2
4443,bcp,2,30,94,1,2
4444,bcp,2,30,95,0,2
4445,bcp,2,30,96,0,2
4446,bcp,2,30,97,0,2
4447,bcp,2,30,98,0,2
4448,bcp,2,30,99,0,2
4449,bcp,2,30,100,0,2
4450,bcp,2,30,101,0,2
4451,bcp,2,30,102,0,2
4452,bcp,2,30,103,0,2
4453,bcp,2,30,104,0,2
4454,bcp,2,30,105,0,2
4455,bcp,2,30,106,0,2
4456,bcp,2,30,107,0,2
4457,bcp,2,30,108,0,2
4458,bcp,2,30,109,0,2
4459,bcp,2,30,110,0,2
4460,bcp,2,30,111,0,2
4461,bcp,2,30,112,0,2
4462,bcp,2,30,113,0,2
4463,bcp,2,30,114,0,2
4464,bcp,2,30,115,0,2
4465,bcp,2,30,116,0,2
4466,bcp,2,30,117,0,2
4467,bcp,2,30,118,0,2
4468,bcp,2,30,119,0,2
4469,bcp,2,30,120,0,2
4470,bcp,2,30,121,0,2
4471,bcp,2,30,122,0,2
4472,bcp,2,30,123,0,2
4473,bcp,2,30,124,0,2
4474,bcp,2,30,125,0,2
4475,bcp,2,30,126,0,2
4476,bcp,2,30,127,0,2
4477,bcp,2,30,128,0,2
4478,bcp,2,30,129,0,2
4479,bcp,2,30,130,0,2
4480,bcp,2,30,131,0,2
4481,bcp,2,30,132,0,2
4482,bcp,2,30,133,0,2
4483,bcp,2,30,134,0,2
4484,bcp,2,30,135,0,2
4485,bcp,2,30,136,0,2
4486,bcp,2,30,137,0,2
4487,bcp,2,30,138,0,2
4488,bcp,2,30,139,0,2
4489,bcp,2,30,140,0,2
4490,bcp,2,30,141,0,2
4491,bcp,2,30,142,0,2
4492,bcp,2,30,143,0,2
4493,bcp,2,30,144,0,2
4494,bcp,2,30,145,0,2
4495,bcp,2,30,146,0,2
4496,bcp,2,30,147,0,2
4497,bcp,2,30,148,0,2
4498,bcp,2,30,149,0,2
4499,bcp,2,30,150,0,2
4500,bcp,2,31,1,0,4
4501,bcp,2,31,2,0,4
4502,bcp,2,31,3,0,4
4503,bcp,2,31,4,0,4
4504,bcp,2,31,5,0,4
4505,bcp,2,31,6,0,4
4506,bcp,2,31,7,0,4
4507,bcp,2,31,8,0,4
4508,bcp,2,31,9,0,4
4509,bcp,2,31,10,0,4
4510,bcp,2,31,11,0,4
4511,bcp,2,31,12,1,4
4512,bcp,2,31,13,0,4
4513,bcp,2,31,14,0,4
4514,bcp,2,31,15,0,4
4515,bcp,2,31,16,0,4
4516,bcp,2,31,17,0,4
4517,bcp,2,31,18,0,4
4518,bcp,2,31,19,0,4
4519,bcp,2,31,20,0,4
4520,bcp,2,31,21,0,4
4521,bcp,2,31,22,0,4
4522,bcp,2,31,23,0,4
4523,bcp,2,31,24,0,4
4524,bcp,2,31,25,0,4
4525,bcp,2,31,26,0,4
4526,bcp,2,31,27,0,4
4527,bcp,2,31,28,0,4
4528,bcp,2,31,29,0,4
4529,bcp,2,31,30,0,4
4530,bcp,2,31,31,0,4
4531,bcp,2,31,32,1,4
4532,bcp,2,31,33,0,4
4533,bcp,2,31,34,0,4
4534,bcp,2,31,35,0,4
4535,bcp,2,31,36,0,4
4536,bcp,2,31,37,0,4
4537,bcp,2,31,38,0,4
4538,bcp,2,31,39,1,4
4539,bcp,2,31,40,0,4
4540,bcp,2,31,41,0,4
4541,bcp,2,31,42,0,4
4542,bcp,2,31,43,0,4
4543,bcp,2,31,44,1,4
4544,bcp,2,31,45,0,4
4545,bcp,2,31,46,0,4
4546,bcp,2,31,47,1,4
4547,bcp,2,31,48,0,4
4548,bcp,2,31,49,1,4
4549,bcp,2,31,50,1,4
4550,bcp,2,31,51,0,4
4551,bcp,2,31,52,1,4
4552,bcp,2,31,53,0,4
4553,bcp,2,31,54,1,4
4554,bcp,2,31,55,1,4
4555,bcp,2,31,56,1,4
4556,bcp,2,31,57,0,4
4557,bcp,2,31,58,1,4
4558,bcp,2,31,59,1,4
4559,bcp,2,31,60,1,4
4560,bcp,2,31,61,1,4
4561,bcp,2,31,62,0,4
4562,bcp,2,31,63,0,4
4563,bcp,2,31,64,1,4
4564,bcp,2,31,65,0,4
4565,bcp,2,31,66,1,4
4566,bcp,2,31,67,1,4
4567,bcp,2,31,68,0,4
4568,bcp,2,31,69,0,4
4569,bcp,2,31,70,0,4
4570,bcp,2,31,71,0,4
4571,bcp,2,31,72,1,4
4572,bcp,2,31,73,1,4
4573,bcp,2,31,74,1,4
4574,bcp,2,31,75,0,4
4575,bcp,2,31,76,1,4
4576,bcp,2,31,77,0,4
4577,bcp,2,31,78,0,4
4578,bcp,2,31,79,0,4
4579,bcp,2,31,80,0,4
4580,bcp,2,31,81,0,4
4581,bcp,2,31,82,1,4
4582,bcp,2,31,83,0,4
4583,bcp,2,31,84,1,4
4584,bcp,2,31,85,0,4
4585,bcp,2,31,86,0,4
4586,bcp,2,31,87,1,4
4587,bcp,2,31,88,1,4
4588,bcp,2,31,89,0,4
4589,bcp,2,31,90,0,4
4590,bcp,2,31,91,1,4
4591,bcp,2,31,92,0,4
4592,bcp,2,31,93,0,4
4593,bcp,2,31,94,0,4
4594,bcp,2,31,95,0,4
4595,bcp,2,31,96,0,4
4596,bcp,2,31,97,0,4
4597,bcp,2,31,98,0,4
4598,bcp,2,31,99,0,4
4599,bcp,2,31,100,0,4
4600,bcp,2,31,101,0,4
4601,bcp,2,31,102,1,4
4602,bcp,2,31,103,0,4
4603,bcp,2,31,104,0,4
4604,bcp,2,31,105,0,4
4605,bcp,2,31,106,0,4
4606,bcp,2,31,107,0,4
4607,bcp,2,31,108,0,4
4608,bcp,2,31,109,0,4
4609,bcp,2,31,110,0,4
4610,bcp,2,31,111,0,4
4611,bcp,2,31,112,0,4
4612,bcp,2,31,113,0,4
4613,bcp,2,31,114,0,4
4614,bcp,2,31,115,0,4
4615,bcp,2,31,116,1,4
4616,bcp,2,31,117,0,4
4617,bcp,2,31,118,0,4
4618,bcp,2,31,119,0,4
4619,bcp,2,31,120,0,4
4620,bcp,2,31,121,0,4
4621,bcp,2,31,122,0,4
4622,bcp,2,31,123,0,4
4623,bcp,2,31,124,0,4
4624,bcp,2,31,125,0,4
4625,bcp,2,31,126,0,4
4626,bcp,2,31,127,0,4
4627,bcp,2,31,128,0,4
4628,bcp,2,31,129,0,4
4629,bcp,2,31,130,0,4
4630,bcp,2,31,131,0,4
4631,bcp,2,31,132,0,4
4632,bcp,2,31,133,0,4
4633,bcp,2,31,134,0,4
4634,bcp,2,31,135,0,4
4635,bcp,2,31,136,0,4
4636,bcp,2,31,137,0,4
4637,bcp,2,31,138,0,4
4638,bcp,2,31,139,0,4
4639,bcp,2,31,140,0,4
4640,bcp,2,31,141,0,4
4641,bcp,2,31,142,0,4
4642,bcp,2,31,143,0,4
4643,bcp,2,31,144,0,4
4644,bcp,2,31,145,0,4
4645,bcp,2,31,146,0,4
4646,bcp,2,31,147,0,4
4647,bcp,2,31,148,0,4
4648,bcp,2,31,149,0,4
4649,bcp,2,31,150,0,4
4650,bcp,2,32,1,0,7
4651,bcp,2,32,2,0,7
4652,bcp,2,32,3,0,7
4653,bcp,2,32,4,0,7
4654,bcp,2,32,5,0,7
4655,bcp,2,32,6,0,7
4656,bcp,2,32,7,0,7
4657,bcp,2,32,8,0,7
4658,bcp,2,32,9,0,7
4659,bcp,2,32,10,0,7
4660,bcp,2,32,11,0,7
4661,bcp,2,32,12,0,7
4662,bcp,2,32,13,0,7
4663,bcp,2,32,14,0,7
4664,bcp,2,32,15,0,7
4665,bcp,2,32,16,0,7
4666,bcp,2,32,17,0,7
4667,bcp,2,32,18,0,7
4668,bcp,2,32,19,0,7
4669,bcp,2,32,20,0,7
4670,bcp,2,32,21,1,7
4671,bcp,2,32,22,0,7
4672,bcp,2,32,23,0,7
4673,bcp,2,32,24,0,7
4674,bcp,2,32,25,0,7
4675,bcp,2,32,26,0,7
4676,bcp,2,32,27,0,7
4677,bcp,2,32,28,0,7
4678,bcp,2,32,29,0,7
4679,bcp,2,32,30,0,7
4680,bcp,2,32,31,0,7
4681,bcp,2,32,32,0,7
4682,bcp,2,32,33,0,7
4683,bcp,2,32,34,0,7
4684,bcp,2,32,35,0,7
4685,bcp,2,32,36,0,7
4686,bcp,2,32,37,1,7
4687,bcp,2,32,38,0,7
4688,bcp,2,32,39,0,7
4689,bcp,2,32,40,1,7
4690,bcp,2,32,41,0,7
4691,bcp,2,32,42,0,7
4692,bcp,2,32,43,0,7
4693,bcp,2,32,44,0,7
4694,bcp,2,32,45,1,7
4695,bcp,2,32,46,0,7
4696,bcp,2,32,47,0,7
4697,bcp,2,32,48,0,7
4698,bcp,2,32,49,1,7
4699,bcp,2,32,50,0,7
4700,bcp,2,32,51,0,7
4701,bcp,2,32,52,1,7
4702,bcp,2,32,53,1,7
4703,bcp,2,32,54,1,7
4704,bcp,2,32,55,0,7
4705,bcp,2,32,56,1,7
4706,bcp,2,32,57,1,7
4707,bcp,2,32,58,1,7
4708,bcp,2,32,59,0,7
4709,bcp,2,32,60,1,7
4710,bcp,2,32,61,1,7
4711,bcp,2,32,62,0,7
4712,bcp,2,32,63,0,7
4713,bcp,2,32,64,1,7
4714,bcp,2,32,65,0,7
4715,bcp,2,32,66,0,7
4716,bcp,2,32,67,0,7
4717,bcp,2,32,68,0,7
4718,bcp,2,32,69,0,7
4719,bcp,2,32,70,1,7
4720,bcp,2,32,71,1,7
4721,bcp,2,32,72,1,7
4722,bcp,2,32,73,0,7
4723,bcp,2,32,74,1,7
4724,bcp,2,32,75,0,7
4725,bcp,2,32,76,0,7
4726,bcp,2,32,77,0,7
4727,bcp,2,32,78,0,7
4728,bcp,2,32,79,0,7
4729,bcp,2,32,80,0,7
4730,bcp,2,32,81,0,7
4731,bcp,2,32,82,1,7
4732,bcp,2,32,83,0,7
4733,bcp,2,32,84,0,7
4734,bcp,2,32,85,0,7
4735,bcp,2,32,86,0,7
4736,bcp,2,32,87,0,7
4737,bcp,2,32,88,0,7
4738,bcp,2,32,89,0,7
4739,bcp,2,32,90,0,7
4740,bcp,2,32,91,0,7
4741,bcp,2,32,92,0,7
4742,bcp,2,32,93,0,7
4743,bcp,2,32,94,0,7
4744,bcp,2,32,95,0,7
4745,bcp,2,32,96,0,7
4746,bcp,2,32,97,0,7
4747,bcp,2,32,98,0,7
4748,bcp,2,32,99,0,7
4749,bcp,2,32,100,0,7
4750,bcp,2,32,101,0,7
4751,bcp,2,32,102,0,7
4752,bcp,2,32,103,0,7
4753,bcp,2,32,104,1,7
4754,bcp,2,32,105,0,7
4755,bcp,2,32,106,0,7
4756,bcp,2,32,107,0,7
4757,bcp,2,32,108,0,7
4758,bcp,2,32,109,0,7
4759,bcp,2,32,110,0,7
4760,bcp,2,32,111,0,7
4761,bcp,2,32,112,0,7
4762,bcp,2,32,113,0,7
4763,bcp,2,32,114,0,7
4764,bcp,2,32,115,0,7
4765,bcp,2,32,116,0,7
4766,bcp,2,32,117,0,7
4767,bcp,2,32,118,0,7
4768,bcp,2,32,119,0,7
4769,bcp,2,32,120,0,7
4770,bcp,2,32,121,0,7
4771,bcp,2,32,122,0,7
4772,bcp,2,32,123,0,7
4773,bcp,2,32,124,0,7
4774,bcp,2,32,125,0,7
4775,bcp,2,32,126,0,7
4776,bcp,2,32,127,0,7
4777,bcp,2,32,128,0,7
4778,bcp,2,32,129,0,7
4779,bcp,2,32,130,0,7
4780,bcp,2,32,131,0,7
4781,bcp,2,32,132,0,7
4782,bcp,2,32,133,0,7
4783,bcp,2,32,134,0,7
4784,bcp,2,32,135,0,7
4785,bcp,2,32,136,0,7
4786,bcp,2,32,137,0,7
4787,bcp,2,32,138,0,7
4788,bcp,2,32,139,0,7
4789,bcp,2,32,140,0,7
4790,bcp,2,32,141,0,7
4791,bcp,2,32,142,0,7
4792,bcp,2,32,143,0,7
4793,bcp,2,32,144,0,7
4794,bcp,2,32,145,0,7
4795,bcp,2,32,146,0,7
4796,bcp,2,32,147,0,7
4797,bcp,2,32,148,0,7
4798,bcp,2,32,149,0,7
4799,bcp,2,32,150,0,7
4800,bcp,2,33,1,1,5
4801,bcp,2,33,2,0,5
4802,bcp,2,33,3,0,5
4803,bcp,2,33,4,1,5
